BATTERY,74,99.999316,448.000000,,
BATTERY,74,99.986926,3489.000000,,
BATTERY,74,98.433972,1019968.000000,,
BATTERY,74,98.421583,1023009.000000,,
BATTERY,74,96.928273,2000448.000000,,
BATTERY,74,96.915884,2003489.000000,,
BATTERY,74,93.864486,4000768.000000,,
BATTERY,74,93.852096,4003809.000000,,
BATTERY,74,90.786520,6010368.000000,,
BATTERY,74,90.774131,6013409.000000,,
BATTERY,74,89.253932,7008448.000000,,
BATTERY,74,89.241543,7011489.000000,,
BATTERY,74,87.724767,8004288.000000,,
BATTERY,74,87.712378,8007329.000000,,
BATTERY,74,86.173113,9014848.000000,,
BATTERY,74,86.160723,9017889.000000,,
BATTERY,74,84.623903,10023808.000000,,
BATTERY,74,84.611513,10026849.000000,,
BATTERY,74,83.116737,11005248.000000,,
BATTERY,74,83.104348,11008289.000000,,
BATTERY,74,81.566549,12014848.000000,,
BATTERY,74,81.554160,12017889.000000,,
BATTERY,74,80.048628,13003328.000000,,
BATTERY,74,80.036239,13006369.000000,,
BATTERY,74,78.517996,14000128.000000,,
BATTERY,74,78.505607,14003169.000000,,
BATTERY,74,76.976413,15004096.000000,,
BATTERY,74,76.964024,15007137.000000,,
BATTERY,74,75.446954,16000128.000000,,
BATTERY,74,75.434565,16003169.000000,,
BATTERY,74,73.901655,17006528.000000,,
BATTERY,74,73.889266,17009569.000000,,
BATTERY,74,72.349023,18017728.000000,,
BATTERY,74,72.336634,18020769.000000,,
BATTERY,74,70.813502,19017728.000000,,
BATTERY,74,70.801113,19020769.000000,,
BATTERY,74,67.760470,21011008.000000,,
BATTERY,74,67.748080,21014049.000000,,
BATTERY,74,66.234726,22004608.000000,,
BATTERY,74,66.222337,22007649.000000,,
BATTERY,74,63.158716,24012928.000000,,
BATTERY,74,63.146327,24015969.000000,,
BATTERY,74,61.642751,25000128.000000,,
BATTERY,74,61.630362,25003169.000000,,
BATTERY,74,60.083274,26015808.000000,,
BATTERY,74,60.070885,26018849.000000,,
BATTERY,74,58.560269,27007616.000000,,
BATTERY,74,58.547880,27010657.000000,,
BATTERY,74,57.029832,28004288.000000,,
BATTERY,74,57.017443,28007329.000000,,
BATTERY,74,55.486489,29009408.000000,,
BATTERY,74,55.474100,29012449.000000,,
BATTERY,74,53.952923,30008128.000000,,
BATTERY,74,53.940534,30011169.000000,,
BATTERY,74,50.887180,32009728.000000,,
BATTERY,74,50.874791,32012769.000000,,
BATTERY,74,49.359970,33004288.000000,,
BATTERY,74,49.347581,33007329.000000,,
BATTERY,74,47.812227,34012288.000000,,
BATTERY,74,47.799838,34015329.000000,,
BATTERY,74,44.731817,36023488.000000,,
BATTERY,74,44.719428,36026529.000000,,
BATTERY,74,43.215167,37011136.000000,,
BATTERY,74,43.202778,37014177.000000,,
BATTERY,74,41.679646,38011136.000000,,
BATTERY,74,41.667257,38014177.000000,,
BATTERY,74,40.159476,39001088.000000,,
BATTERY,74,40.147087,39004129.000000,,
BATTERY,74,37.096177,41001088.000000,,
BATTERY,74,37.083788,41004129.000000,,
BATTERY,74,34.011367,43015168.000000,,
BATTERY,74,33.998978,43018209.000000,,
BATTERY,74,30.970068,45000768.000000,,
BATTERY,74,30.957679,45003809.000000,,
BATTERY,74,29.395241,46026496.000000,,
BATTERY,74,29.382851,46029537.000000,,
BATTERY,74,27.887097,47008576.000000,,
BATTERY,74,27.874708,47011617.000000,,
BATTERY,74,26.359594,48003328.000000,,
BATTERY,74,26.347205,48006369.000000,,
BATTERY,74,24.805006,49015808.000000,,
BATTERY,74,24.792617,49018849.000000,,
BATTERY,74,23.269974,50015488.000000,,
BATTERY,74,23.257585,50018529.000000,,
BATTERY,74,21.751564,51004288.000000,,
BATTERY,74,21.739175,51007329.000000,,
BATTERY,74,20.205288,52011328.000000,,
BATTERY,74,20.192898,52014369.000000,,
BATTERY,74,18.662433,53016128.000000,,
BATTERY,74,18.650044,53019169.000000,,
BATTERY,74,17.145001,54004288.000000,,
BATTERY,74,17.132612,54007329.000000,,
BATTERY,74,15.583080,55021568.000000,,
BATTERY,74,15.570691,55024609.000000,,
BATTERY,74,14.049514,56020288.000000,,
BATTERY,74,14.037125,56023329.000000,,
BATTERY,74,12.544304,57000448.000000,,
BATTERY,74,12.531915,57003489.000000,,
BATTERY,74,11.009272,58000128.000000,,
BATTERY,74,10.996883,58003169.000000,,
BATTERY,74,9.446862,59017728.000000,,
BATTERY,74,9.434473,59020769.000000,,
BATTERY,74,7.924541,60009088.000000,,
BATTERY,74,7.912152,60012129.000000,,
BATTERY,74,6.383154,61012928.000000,,
BATTERY,74,6.370764,61015969.
